"ComputerName";"Connection";"DaysFromUptime";"DateFromLastBootTime";"HourFromLastBootTime";"Name";"Enabled";"State";"Action";"Action_Arguments";"Trigger";"TriggerTypeOfSchedule";"Repetition";"TriggerDayOfWeek";"TriggerDayOfMonth";"LastRunTime";"NextRunTime";"LastTaskResult";"NumberOfMissedRuns";"UserId";"Author";"Path";"Description"
"SRV-NOR-DC1";"Ok";"24";"16/08/2018";"14:43:08";"Optimize Start Menu Cache Files-S-1-5-21-2126451634-1489844936-1524247972-11186";"True";"Ready";"";"";"IdleTrigger";"";"";;;"30/11/1999 00:00:00";"30/12/1899 00:00:00";"0";"0";"S-1-5-21-2126451634-1489844936-1524247972-11186";"$(@%SystemRoot%\system32\twinapi.dll,-8001)";"\Optimize Start Menu Cache Files-S-1-5-21-2126451634-1489844936-1524247972-11186";"$(@%SystemRoot%\system32\twinapi.dll,-8002)"
"SRV-NOR-DC1";"Ok";"24";"16/08/2018";"14:43:08";"Optimize Start Menu Cache Files-S-1-5-21-2126451634-1489844936-1524247972-14832";"True";"Ready";"";"";"IdleTrigger";"";"";;;"30/11/1999 00:00:00";"30/12/1899 00:00:00";"0";"0";"S-1-5-21-2126451634-1489844936-1524247972-14832";"$(@%SystemRoot%\system32\twinapi.dll,-8001)";"\Optimize Start Menu Cache Files-S-1-5-21-2126451634-1489844936-1524247972-14832";"$(@%SystemRoot%\system32\twinapi.dll,-8002)"
"SRV-NOR-DC1";"Ok";"24";"16/08/2018";"14:43:08";"Optimize Start Menu Cache Files-S-1-5-21-2126451634-1489844936-1524247972-1680";"True";"Ready";"";"";"IdleTrigger";"";"";;;"30/11/1999 00:00:00";"30/12/1899 00:00:00";"0";"0";"S-1-5-21-2126451634-1489844936-1524247972-1680";"$(@%SystemRoot%\system32\twinapi.dll,-8001)";"\Optimize Start Menu Cache Files-S-1-5-21-2126451634-1489844936-1524247972-1680";"$(@%SystemRoot%\system32\twinapi.dll,-8002)"
"SRV-NOR-DC1";"Ok";"24";"16/08/2018";"14:43:08";"Optimize Start Menu Cache Files-S-1-5-21-2126451634-1489844936-1524247972-20051";"True";"Ready";"";"";"IdleTrigger";"";"";;;"30/11/1999 00:00:00";"30/12/1899 00:00:00";"0";"0";"S-1-5-21-2126451634-1489844936-1524247972-20051";"$(@%SystemRoot%\system32\twinapi.dll,-8001)";"\Optimize Start Menu Cache Files-S-1-5-21-2126451634-1489844936-1524247972-20051";"$(@%SystemRoot%\system32\twinapi.dll,-8002)"
"SRV-NOR-DC1";"Ok";"24";"16/08/2018";"14:43:08";"Optimize Start Menu Cache Files-S-1-5-21-2126451634-1489844936-1524247972-2487";"True";"Ready";"";"";"IdleTrigger";"";"";;;"30/11/1999 00:00:00";"30/12/1899 00:00:00";"0";"0";"S-1-5-21-2126451634-1489844936-1524247972-2487";"$(@%SystemRoot%\system32\twinapi.dll,-8001)";"\Optimize Start Menu Cache Files-S-1-5-21-2126451634-1489844936-1524247972-2487";"$(@%SystemRoot%\system32\twinapi.dll,-8002)"
"SRV-NOR-DC1";"Ok";"24";"16/08/2018";"14:43:08";"Optimize Start Menu Cache Files-S-1-5-21-2126451634-1489844936-1524247972-32947";"True";"Ready";"";"";"IdleTrigger";"";"";;;"12/07/2017 23:15:29";"30/12/1899 00:00:00";"0";"0";"S-1-5-21-2126451634-1489844936-1524247972-32947";"$(@%SystemRoot%\system32\twinapi.dll,-8001)";"\Optimize Start Menu Cache Files-S-1-5-21-2126451634-1489844936-1524247972-32947";"$(@%SystemRoot%\system32\twinapi.dll,-8002)"
"SRV-NOR-DC1";"Ok";"24";"16/08/2018";"14:43:08";"Optimize Start Menu Cache Files-S-1-5-21-2126451634-1489844936-1524247972-34646";"True";"Ready";"";"";"IdleTrigger";"";"";;;"30/11/1999 00:00:00";"30/12/1899 00:00:00";"0";"0";"S-1-5-21-2126451634-1489844936-1524247972-34646";"$(@%SystemRoot%\system32\twinapi.dll,-8001)";"\Optimize Start Menu Cache Files-S-1-5-21-2126451634-1489844936-1524247972-34646";"$(@%SystemRoot%\system32\twinapi.dll,-8002)"
"SRV-NOR-DC1";"Ok";"24";"16/08/2018";"14:43:08";"Optimize Start Menu Cache Files-S-1-5-21-2126451634-1489844936-1524247972-35599";"True";"Ready";"";"";"IdleTrigger";"";"";;;"30/11/1999 00:00:00";"30/12/1899 00:00:00";"0";"0";"S-1-5-21-2126451634-1489844936-1524247972-35599";"$(@%SystemRoot%\system32\twinapi.dll,-8001)";"\Optimize Start Menu Cache Files-S-1-5-21-2126451634-1489844936-1524247972-35599";"$(@%SystemRoot%\system32\twinapi.dll,-8002)"
"SRV-NOR-DC1";"Ok";"24";"16/08/2018";"14:43:08";"Optimize Start Menu Cache Files-S-1-5-21-2126451634-1489844936-1524247972-35666";"True";"Ready";"";"";"IdleTrigger";"";"";;;"16/08/2018 11:41:54";"30/12/1899 00:00:00";"0";"0";"S-1-5-21-2126451634-1489844936-1524247972-35666";"$(@%SystemRoot%\system32\twinapi.dll,-8001)";"\Optimize Start Menu Cache Files-S-1-5-21-2126451634-1489844936-1524247972-35666";"$(@%SystemRoot%\system32\twinapi.dll,-8002)"
"SRV-NOR-DC1";"Ok";"24";"16/08/2018";"14:43:08";"Optimize Start Menu Cache Files-S-1-5-21-2126451634-1489844936-1524247972-9730";"True";"Ready";"";"";"IdleTrigger";"";"";;;"19/09/2017 16:17:09";"30/12/1899 00:00:00";"0";"0";"S-1-5-21-2126451634-1489844936-1524247972-9730";"$(@%SystemRoot%\system32\twinapi.dll,-8001)";"\Optimize Start Menu Cache Files-S-1-5-21-2126451634-1489844936-1524247972-9730";"$(@%SystemRoot%\system32\twinapi.dll,-8002)"
"SRV-NOR-DC1";"Ok";"24";"16/08/2018";"14:43:08";"Optimize Start Menu Cache Files-S-1-5-21-2126451634-1489844936-1524247972-9811";"True";"Ready";"";"";"IdleTrigger";"";"";;;"05/06/2017 21:13:22";"30/12/1899 00:00:00";"0";"0";"S-1-5-21-2126451634-1489844936-1524247972-9811";"$(@%SystemRoot%\system32\twinapi.dll,-8001)";"\Optimize Start Menu Cache Files-S-1-5-21-2126451634-1489844936-1524247972-9811";"$(@%SystemRoot%\system32\twinapi.dll,-8002)"
"SRV-CTX-KMS";"Ok";"40";"31/07/2018";"12:10:24";"At1";"True";"Ready";"C:\Program Files\FusionInventory-Agent\fusioninventory-agent.bat";"--force";"TimeTrigger";"";"";;;"04/06/2015 11:14:00";"30/12/1899 00:00:00";"0";"0";"@AtServiceAccount";;"\At1";
"SRV-CTX-KMS";"Ok";"40";"31/07/2018";"12:10:24";"At2";"True";"Ready";"C:\Program Files\FusionInventory-Agent\fusioninventory-agent.bat";"--force";"TimeTrigger";"";"";;;"25/05/2016 17:18:04";"30/12/1899 00:00:00";"0";"0";"@AtServiceAccount";;"\At2";
"SRV-CTX-KMS";"Ok";"40";"31/07/2018";"12:10:24";"At3";"True";"Ready";"C:\Program Files\FusionInventory-Agent\fusioninventory-agent.bat";"--force";"TimeTrigger";"";"";;;"11/06/2017 13:35:00";"30/12/1899 00:00:00";"0";"0";"@AtServiceAccount";;"\At3";
"SRV-CTX-KMS";"Ok";"40";"31/07/2018";"12:10:24";"At4";"True";"Ready";"C:\Program Files\FusionInventory-Agent\fusioninventory-agent.bat";"--force";"TimeTrigger";"";"";;;"13/02/2018 10:35:00";"30/12/1899 00:00:00";"0";"0";"@AtServiceAccount";;"\At4";
"SRV-CTX-STORE1";"Ok";"40";"31/07/2018";"11:23:05";"Get-XenApp-Servers";"True";"Ready";"C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe";"C:\_admin\Scripts\Get-XenAppServers-All.ps1";"CalendarTrigger";"ScheduleByDay";"Tous les 1 Jours";;;"09/09/2018 23:00:00";"10/09/2018 23:00:00";"0";"0";"BERNARD\apx";"BERNARD\apx";"\Get-XenApp-Servers";"Recuperation de la liste des serveurs XenApp"
"SRV-CTX-STORE1";"Ok";"40";"31/07/2018";"11:23:05";"Get-XenDesktop-VDI";"True";"Ready";"C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe";"C:\_admin\Scripts\Get-XenDesktop-All.ps1";"CalendarTrigger";"ScheduleByDay";"Tous les 1 Jours";;;"09/09/2018 23:00:00";"10/09/2018 23:00:00";"0";"0";"BERNARD\apx";"BERNARD\apx";"\Get-XenDesktop-VDI";
"SRV-CTX-STORE1";"Ok";"40";"31/07/2018";"11:23:05";"Optimize Start Menu Cache Files-S-1-5-21-2126451634-1489844936-1524247972-11186";"True";"Ready";"";"";"IdleTrigger";"";"";;;"30/11/1999 00:00:00";"30/12/1899 00:00:00";"0";"0";"S-1-5-21-2126451634-1489844936-1524247972-11186";"$(@%SystemRoot%\system32\twinapi.dll,-8001)";"\Optimize Start Menu Cache Files-S-1-5-21-2126451634-1489844936-1524247972-11186";"$(@%SystemRoot%\system32\twinapi.dll,-8002)"
"SRV-CTX-STORE1";"Ok";"40";"31/07/2018";"11:23:05";"Optimize Start Menu Cache Files-S-1-5-21-2126451634-1489844936-1524247972-1680";"True";"Ready";"";"";"IdleTrigger";"";"";;;"30/11/1999 00:00:00";"30/12/1899 00:00:00";"0";"0";"S-1-5-21-2126451634-1489844936-1524247972-1680";"$(@%SystemRoot%\system32\twinapi.dll,-8001)";"\Optimize Start Menu Cache Files-S-1-5-21-2126451634-1489844936-1524247972-1680";"$(@%SystemRoot%\system32\twinapi.dll,-8002)"
"SRV-CTX-STORE1";"Ok";"40";"31/07/2018";"11:23:05";"Optimize Start Menu Cache Files-S-1-5-21-2126451634-1489844936-1524247972-2487";"True";"Ready";"";"";"IdleTrigger";"";"";;;"30/11/1999 00:00:00";"30/12/1899 00:00:00";"0";"0";"S-1-5-21-2126451634-1489844936-1524247972-2487";"$(@%SystemRoot%\system32\twinapi.dll,-8001)";"\Optimize Start Menu Cache Files-S-1-5-21-2126451634-1489844936-1524247972-2487";"$(@%SystemRoot%\system32\twinapi.dll,-8002)"
"SRV-CTX-STORE1";"Ok";"40";"31/07/2018";"11:23:05";"Optimize Start Menu Cache Files-S-1-5-21-2126451634-1489844936-1524247972-28536";"False";"Disabled";"";"";"IdleTrigger";"";"";;;"08/03/2018 16:32:47";"30/12/1899 00:00:00";"0";"0";"S-1-5-21-2126451634-1489844936-1524247972-28536";"$(@%SystemRoot%\system32\twinapi.dll,-8001)";"\Optimize Start Menu Cache Files-S-1-5-21-2126451634-1489844936-1524247972-28536";"$(@%SystemRoot%\system32\twinapi.dll,-8002)"
"SRV-CTX-STORE1";"Ok";"40";"31/07/2018";"11:23:05";"Optimize Start Menu Cache Files-S-1-5-21-2126451634-1489844936-1524247972-32947";"False";"Disabled";"";"";"IdleTrigger";"";"";;;"03/07/2018 16:16:44";"30/12/1899 00:00:00";"0";"0";"S-1-5-21-2126451634-1489844936-1524247972-32947";"$(@%SystemRoot%\system32\twinapi.dll,-8001)";"\Optimize Start Menu Cache Files-S-1-5-21-2126451634-1489844936-1524247972-32947";"$(@%SystemRoot%\system32\twinapi.dll,-8002)"
"SRV-CTX-STORE1";"Ok";"40";"31/07/2018";"11:23:05";"Optimize Start Menu Cache Files-S-1-5-21-2126451634-1489844936-1524247972-3423";"True";"Ready";"";"";"IdleTrigger";"";"";;;"30/11/1999 00:00:00";"30/12/1899 00:00:00";"0";"0";"S-1-5-21-2126451634-1489844936-1524247972-3423";"$(@%SystemRoot%\system32\twinapi.dll,-8001)";"\Optimize Start Menu Cache Files-S-1-5-21-2126451634-1489844936-1524247972-3423";"$(@%SystemRoot%\system32\twinapi.dll,-8002)"
"SRV-CTX-STORE1";"Ok";"40";"31/07/2018";"11:23:05";"Optimize Start Menu Cache Files-S-1-5-21-2126451634-1489844936-1524247972-35599";"True";"Ready";"";"";"IdleTrigger";"";"";;;"30/11/1999 00:00:00";"30/12/1899 00:00:00";"0";"0";"S-1-5-21-2126451634-1489844936-1524247972-35599";"$(@%SystemRoot%\system32\twinapi.dll,-8001)";"\Optimize Start Menu Cache Files-S-1-5-21-2126451634-1489844936-1524247972-35599";"$(@%SystemRoot%\system32\twinapi.dll,-8002)"
"SRV-CTX-STORE1";"Ok";"40";"31/07/2018";"11:23:05";"Optimize Start Menu Cache Files-S-1-5-21-2126451634-1489844936-1524247972-35666";"False";"Disabled";"";"";"IdleTrigger";"";"";;;"04/04/2018 10:53:50";"30/12/1899 00:00:00";"0";"0";"S-1-5-21-2126451634-1489844936-1524247972-35666";"$(@%SystemRoot%\system32\twinapi.dll,-8001)";"\Optimize Start Menu Cache Files-S-1-5-21-2126451634-1489844936-1524247972-35666";"$(@%SystemRoot%\system32\twinapi.dll,-8002)"
"SRV-CTX-STORE1";"Ok";"40";"31/07/2018";"11:23:05";"Optimize Start Menu Cache Files-S-1-5-21-2126451634-1489844936-1524247972-9730";"True";"Ready";"";"";"IdleTrigger";"";"";;;"30/11/1999 00:00:00";"30/12/1899 00:00:00";"0";"0";"S-1-5-21-2126451634-1489844936-1524247972-9730";"$(@%SystemRoot%\system32\twinapi.dll,-8001)";"\Optimize Start Menu Cache Files-S-1-5-21-2126451634-1489844936-1524247972-9730";"$(@%SystemRoot%\system32\twinapi.dll,-8002)"
"SRV-CTX-STORE1";"Ok";"40";"31/07/2018";"11:23:05";"Optimize Start Menu Cache Files-S-1-5-21-2126451634-1489844936-1524247972-9811";"True";"Ready";"";"";"IdleTrigger";"";"";;;"05/06/2017 21:32:41";"30/12/1899 00:00:00";"0";"0";"S-1-5-21-2126451634-1489844936-1524247972-9811";"$(@%SystemRoot%\system32\twinapi.dll,-8001)";"\Optimize Start Menu Cache Files-S-1-5-21-2126451634-1489844936-1524247972-9811";"$(@%SystemRoot%\system32\twinapi.dll,-8002)"
"SRV-CTX-STORE1";"Ok";"40";"31/07/2018";"11:23:05";"Optimize Start Menu Cache Files-S-1-5-21-463844789-1190538173-1952378520-500";"False";"Disabled";"";"";"IdleTrigger";"";"";;;"03/06/2015 11:53:57";"30/12/1899 00:00:00";"0";"0";"WIN-1745VKJ5OGQ\Administrateur";;"\Optimize Start Menu Cache Files-S-1-5-21-463844789-1190538173-1952378520-500";
"SRV-NOR-CERT";"Ok";"20";"21/08/2018";"10:25:48";"Logs - Radius - Archivage - Annuel";"True";"Ready";"powershell.exe";"-noprofile -file ""C:\Scripts\Logs_Radius_Archivage.ps1""";"CalendarTrigger";"ScheduleByMonth";"";;"le 31 de December";"21/08/2018 11:48:05";"31/12/2018 23:45:00";"0";"0";"BERNARD\admintp";"BERNARD\saunies";"\Logs - Radius - Archivage - Annuel";
"SRV-NOR-CERT";"Ok";"20";"21/08/2018";"10:25:48";"Optimize Start Menu Cache Files-S-1-5-21-2126451634-1489844936-1524247972-9811";"False";"Disabled";"";"";"IdleTrigger";"";"";;;"29/12/2014 14:30:22";"30/12/1899 00:00:00";"0";"0";"S-1-5-21-2126451634-1489844936-1524247972-9811";"$(@%SystemRoot%\system32\twinapi.dll,-8001)";"\Optimize Start Menu Cache Files-S-1-5-21-2126451634-1489844936-1524247972-9811";"$(@%SystemRoot%\system32\twinapi.dll,-8002)"
"SRV-CDPR-VCEN";"Ok";"20";"21/08/2018";"09:48:40";"At1";"True";"Ready";"C:\Program Files\FusionInventory-Agent\fusioninventory-agent.bat";"--force";"TimeTrigger";"";"";;;"05/09/2017 13:35:59";"30/12/1899 00:00:00";"0";"1";"@AtServiceAccount";;"\At1";
"SRV-CDPR-VCEN";"Ok";"20";"21/08/2018";"09:48:40";"At2";"True";"Ready";"C:\Program Files\FusionInventory-Agent\fusioninventory-agent.bat";"--force";"TimeTrigger";"";"";;;"09/10/2017 11:21:59";"30/12/1899 00:00:00";"0";"1";"@AtServiceAccount";;"\At2";
"SRV-CDPR-VCEN";"Ok";"20";"21/08/2018";"09:48:40";"VMwareIIAD";"True";"Ready";"""C:\Program Files\VMware\vCenter Server\python\python.exe""";"""C:\Program Files\VMware\vCenter Server\python-modules\iiad\iiad.py""";"TimeTrigger";"";"";;;"10/09/2018 10:26:00";"10/09/2018 10:31:00";"0";"0";"S-1-5-18";"Système";"\VMwareIIAD";
"SRV-NOR-MNGT";"Impossible";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"RIBVBOSAUV";"Ok";"17";"23/08/2018";"16:15:57";"GoogleUpdateTaskMachineCore";"True";"Ready";"C:\Program Files\Google\Update\GoogleUpdate.exe";"/c";"CalendarTrigger LogonTrigger";"ScheduleByDay";"Tous les 1 Jours";;;"09/09/2018 22:36:00";"10/09/2018 22:36:00";"0";;"System";"SYSTEM";"\GoogleUpdateTaskMachineCore";"Permet de maintenir votre logiciel Google à jour. Si cette tâche est désactivée ou interrompue, votre logiciel Google ne sera plus mis à jour. Toute faille de sécurité susceptible d'apparaître ne pourrait alors pas être réparée et certaines fonctionnalités pourraient être endommagées. Cette tâche se désinstalle automatiquement lorsque aucun logiciel Google ne l'utilise."
"RIBVBOSAUV";"Ok";"17";"23/08/2018";"16:15:57";"GoogleUpdateTaskMachineUA";"True";"Ready";"C:\Program Files\Google\Update\GoogleUpdate.exe";"/ua /installsource scheduler";"CalendarTrigger";"Repetition ScheduleByDay";"Tous les 1 Jours";;;"10/09/2018 09:36:00";"10/09/2018 10:36:00";"0";;"System";"SYSTEM";"\GoogleUpdateTaskMachineUA";"Permet de maintenir votre logiciel Google à jour. Si cette tâche est désactivée ou interrompue, votre logiciel Google ne sera plus mis à jour. Toute faille de sécurité susceptible d'apparaître ne pourrait alors pas être réparée et certaines fonctionnalités pourraient être endommagées. Cette tâche se désinstalle automatiquement lorsque aucun logiciel Google ne l'utilise."
"MISVSLSAUV";"Ok";"2";"07/09/2018";"14:47:44";"At1";"True";"Ready";"C:\Program Files\FusionInventory-Agent\fusioninventory-agent.bat";"--force";"TimeTrigger";"";"";;;"04/08/2014 11:55:18";"30/12/1899 00:00:00";"0";"0";"@AtServiceAccount";;"\At1";
"MISVSLSAUV";"Ok";"2";"07/09/2018";"14:47:44";"At2";"True";"Ready";"C:\Program Files\FusionInventory-Agent\fusioninventory-agent.bat";"--force";"TimeTrigger";"";"";;;"12/09/2014 11:22:00";"30/12/1899 00:00:00";"0";"0";"@AtServiceAccount";;"\At2";
"MISVSLSAUV";"Ok";"2";"07/09/2018";"14:47:44";"At3";"True";"Ready";"C:\Program Files\FusionInventory-Agent\fusioninventory-agent.bat";"--force";"TimeTrigger";"";"";;;"31/10/2014 10:51:59";"30/12/1899 00:00:00";"0";"1";"@AtServiceAccount";;"\At3";
"MISVSLSAUV";"Ok";"2";"07/09/2018";"14:47:44";"At4";"True";"Ready";"C:\Program Files\FusionInventory-Agent\fusioninventory-agent.bat";"--force";"TimeTrigger";"";"";;;"14/01/2015 16:22:59";"30/12/1899 00:00:00";"0";"1";"@AtServiceAccount";;"\At4";
"MISVSLSAUV";"Ok";"2";"07/09/2018";"14:47:44";"At5";"True";"Ready";"C:\Program Files\FusionInventory-Agent\fusioninventory-agent.bat";"--force";"TimeTrigger";"";"";;;"30/06/2015 09:35:02";"30/12/1899 00:00:00";"0";"0";"@AtServiceAccount";;"\At5";
"MISVSLSAUV";"Ok";"2";"07/09/2018";"14:47:44";"At6";"True";"Ready";"C:\Program Files\FusionInventory-Agent\fusioninventory-agent.bat";"--force";"TimeTrigger";"";"";;;"24/03/2016 20:14:00";"30/12/1899 00:00:00";"0";"0";"@AtServiceAccount";;"\At6";
"MISVSLSAUV";"Ok";"2";"07/09/2018";"14:47:44";"At7";"True";"Ready";"C:\Program Files\FusionInventory-Agent\fusioninventory-agent.bat";"--force";"TimeTrigger";"";"";;;"22/08/2016 15:17:59";"30/12/1899 00:00:00";"0";"1";"@AtServiceAccount";;"\At7";
"MISVSLSAUV";"Ok";"2";"07/09/2018";"14:47:44";"At8";"True";"Ready";"C:\Program Files\FusionInventory-Agent\fusioninventory-agent.bat";"--force";"TimeTrigger";"";"";;;"20/09/2017 08:58:03";"30/12/1899 00:00:00";"0";"0";"@AtServiceAccount";;"\At8";
"MISVSLSAUV";"Ok";"2";"07/09/2018";"14:47:44";"At9";"True";"Ready";"C:\Program Files\FusionInventory-Agent\fusioninventory-agent.bat";"--force";"TimeTrigger";"";"";;;"08/12/2017 15:27:01";"30/12/1899 00:00:00";"0";"0";"@AtServiceAccount";;"\At9";
"MISVSLSAUV";"Ok";"2";"07/09/2018";"14:47:44";"CCleanerSkipUAC";"True";"Ready";"""C:\Program Files\CCleaner\CCleaner.exe""";"$(Arg0)";"";"";"";;;"30/11/1999 00:00:00";"30/12/1899 00:00:00";"0";"0";"Administrateur";"Piriform Ltd";"\CCleanerSkipUAC";
"MISVSLSAUV";"Ok";"2";"07/09/2018";"14:47:44";"ShadowCopyVolume{6b8541b7-1be7-11e4-ab10-806e6f6e6963}";"True";"Ready";"C:\Windows\system32\vssadmin.exe";"Create Shadow /AutoRetry=15 /For=\\?\Volume{6b8541b7-1be7-11e4-ab10-806e6f6e6963}\";"CalendarTrigger CalendarTrigger";"ScheduleByWeek ScheduleByWeek";"Toutes les 1 semaines";"Monday Tuesday Wednesday Thursday Friday";;"10/09/2018 07:00:00";"11/09/2018 07:00:00";"0";"0";"System";"admpo";"\ShadowCopyVolume{6b8541b7-1be7-11e4-ab10-806e6f6e6963}";
"MISVBOSAUV";"Ok";"74";"27/06/2018";"13:17:23";"At1";"True";"Ready";"C:\Program Files\FusionInventory-Agent\fusioninventory-agent.bat";"--force";"TimeTrigger";"";"";;;"11/02/2015 17:43:00";"30/12/1899 00:00:00";"0";"0";"@AtServiceAccount";;"\At1";
"MISVBOSAUV";"Ok";"74";"27/06/2018";"13:17:23";"At2";"True";"Ready";"C:\Program Files\FusionInventory-Agent\fusioninventory-agent.bat";"--force";"TimeTrigger";"";"";;;"20/02/2015 11:39:00";"30/12/1899 00:00:00";"0";"0";"@AtServiceAccount";;"\At2";
"MISVBOSAUV";"Ok";"74";"27/06/2018";"13:17:23";"At3";"True";"Ready";"C:\Program Files\FusionInventory-Agent\fusioninventory-agent.bat";"--force";"TimeTrigger";"";"";;;"03/07/2015 12:42:59";"30/12/1899 00:00:00";"0";"1";"@AtServiceAccount";;"\At3";
"MISVBOSAUV";"Ok";"74";"27/06/2018";"13:17:23";"At4";"True";"Ready";"C:\Program Files\FusionInventory-Agent\fusioninventory-agent.bat";"--force";"TimeTrigger";"";"";;;"23/02/2016 09:11:00";"30/12/1899 00:00:00";"0";"0";"@AtServiceAccount";;"\At4";
"MISVBOSAUV";"Ok";"74";"27/06/2018";"13:17:23";"At5";"True";"Ready";"C:\Program Files\FusionInventory-Agent\fusioninventory-agent.bat";"--force";"TimeTrigger";"";"";;;"28/06/2016 18:05:59";"30/12/1899 00:00:00";"0";"1";"@AtServiceAccount";;"\At5";
"MISVBOSAUV";"Ok";"74";"27/06/2018";"13:17:23";"At6";"True";"Ready";"C:\Program Files\FusionInventory-Agent\fusioninventory-agent.bat";"--force";"TimeTrigger";"";"";;;"02/01/2018 09:45:00";"30/12/1899 00:00:00";"0";"0";"@AtServiceAccount";;"\At6";
"SRV-NOR-CAS1";"Ok";"37";"03/08/2018";"15:50:50";"Optimize Start Menu Cache Files-S-1-5-21-2126451634-1489844936-1524247972-20051";"False";"Disabled";"";"";"IdleTrigger";"";"";;;"05/03/2018 13:00:26";"30/12/1899 00:00:00";"0";"0";"S-1-5-21-2126451634-1489844936-1524247972-20051";"$(@%SystemRoot%\system32\twinapi.dll,-8001)";"\Optimize Start Menu Cache Files-S-1-5-21-2126451634-1489844936-1524247972-20051";"$(@%SystemRoot%\system32\twinapi.dll,-8002)"
"SRV-NOR-CAS1";"Ok";"37";"03/08/2018";"15:50:50";"Optimize Start Menu Cache Files-S-1-5-21-2126451634-1489844936-1524247972-35666";"False";"Disabled";"";"";"IdleTrigger";"";"";;;"27/06/2018 07:04:26";"30/12/1899 00:00:00";"0";"0";"S-1-5-21-2126451634-1489844936-1524247972-35666";"$(@%SystemRoot%\system32\twinapi.dll,-8001)";"\Optimize Start Menu Cache Files-S-1-5-21-2126451634-1489844936-1524247972-35666";"$(@%SystemRoot%\system32\twinapi.dll,-8002)"
"SRV-NOR-CAS1";"Ok";"37";"03/08/2018";"15:50:50";"Optimize Start Menu Cache Files-S-1-5-21-2126451634-1489844936-1524247972-9811";"False";"Disabled";"";"";"IdleTrigger";"";"";;;"03/04/2015 12:46:17";"30/12/1899 00:00:00";"0";"0";"S-1-5-21-2126451634-1489844936-1524247972-9811";"$(@%SystemRoot%\system32\twinapi.dll,-8001)";"\Optimize Start Menu Cache Files-S-1-5-21-2126451634-1489844936-1524247972-9811";"$(@%SystemRoot%\system32\twinapi.dll,-8002)"
"SRV-NOR-MBX2";"Ok";"37";"03/08/2018";"15:36:55";"Exchange - Environnement - Rapport - Mensuel";"True";"Ready";"powershell";"-command &{C:\Scripts\Get-ExchangeEnvironmentReport.ps1}";"CalendarTrigger";"ScheduleByMonth";"";;"le 1 de April August December February January July June March May November October September";"01/09/2018 08:00:00";"01/10/2018 08:00:00";"-2147023651";"0";"BERNARD\saunies";"BERNARD\saunies";"\Exchange - Environnement - Rapport - Mensuel";"Rapport mensuel sur l'environnement Exchange"
"SRV-NOR-MBX2";"Ok";"37";"03/08/2018";"15:36:55";"Optimize Start Menu Cache Files-S-1-5-21-2126451634-1489844936-1524247972-20051";"True";"Ready";"";"";"IdleTrigger";"";"";;;"30/11/1999 00:00:00";"30/12/1899 00:00:00";"0";"0";"S-1-5-21-2126451634-1489844936-1524247972-20051";"$(@%SystemRoot%\system32\twinapi.dll,-8001)";"\Optimize Start Menu Cache Files-S-1-5-21-2126451634-1489844936-1524247972-20051";"$(@%SystemRoot%\system32\twinapi.dll,-8002)"
"SRV-NOR-MBX2";"Ok";"37";"03/08/2018";"15:36:55";"Optimize Start Menu Cache Files-S-1-5-21-2126451634-1489844936-1524247972-35666";"False";"Disabled";"";"";"IdleTrigger";"";"";;;"27/06/2018 10:03:59";"30/12/1899 00:00:00";"0";"0";"S-1-5-21-2126451634-1489844936-1524247972-35666";"$(@%SystemRoot%\system32\twinapi.dll,-8001)";"\Optimize Start Menu Cache Files-S-1-5-21-2126451634-1489844936-1524247972-35666";"$(@%SystemRoot%\system32\twinapi.dll,-8002)"
"SRV-NOR-MBX2";"Ok";"37";"03/08/2018";"15:36:55";"Optimize Start Menu Cache Files-S-1-5-21-2126451634-1489844936-1524247972-9811";"False";"Disabled";"";"";"IdleTrigger";"";"";;;"04/04/2015 13:21:47";"30/12/1899 00:00:00";"0";"0";"S-1-5-21-2126451634-1489844936-1524247972-9811";"$(@%SystemRoot%\system32\twinapi.dll,-8001)";"\Optimize Start Menu Cache Files-S-1-5-21-2126451634-1489844936-1524247972-9811";"$(@%SystemRoot%\system32\twinapi.dll,-8002)"
"SRV-NOR-CAS2";"Ok";"37";"03/08/2018";"15:59:07";"Optimize Start Menu Cache Files-S-1-5-21-2126451634-1489844936-1524247972-20051";"True";"Ready";"";"";"IdleTrigger";"";"";;;"30/11/1999 00:00:00";"30/12/1899 00:00:00";"0";"0";"S-1-5-21-2126451634-1489844936-1524247972-20051";"$(@%SystemRoot%\system32\twinapi.dll,-8001)";"\Optimize Start Menu Cache Files-S-1-5-21-2126451634-1489844936-1524247972-20051";"$(@%SystemRoot%\system32\twinapi.dll,-8002)"
